Profile URL,Name,Price,BHKS,WhyBuy,Amenities,Swimming Pool,Gymnasium,Status,Price per Sqft,Launch Date,Possession by,Total Towers,Total Units,Project Type,Property Type,Project Area,Occupancy Certificate,Commencement Certificate,Full Address,Pincode,About Developer,Specifications,Place,1 BHK,2 BHK,3 BHK,4 BHK,5 BHK,BHK Above 5
https://www.magicbricks.com/majestique-ephelia-salunkhe-vihar-pune-pdpid-4d4235323039383435,Majestique Ephelia,Call For Price,"2, 3, 4 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,20-Aug,24-Dec,data not available in site,81,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"NIBM, Pune, Maharashtra",411048,data not available in site,data not available in site, Pune,No,yes,yes,yes,No,No
https://www.magicbricks.com/irene-towers-aundh-pune-pdpid-4d4235303033313832,Irene Towers,Call For Price,"2, 3 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,No,No,data not available in site,411007,"Naiknavare Developers Pvt. Ltd.
                      	


                                Years of Experience - 35",FlooringBalcony: Vitrified TilesKitchen: Vitrified TilesLiving/Dining: Vitrified TilesMaster Bedroom: Vitrified TilesOther Bedroom: Vitrified TilesToilets: Vitrified TilesWallsExterior: Acrylic PaintInterior: Oil Bound DistemperKitchen: Ceramic Tiles DadoOthersWindows: Powder Coated Aluminium SlidingFittingsKitchen: Modular Kitchen with Granite CounterToilets: Concealed Plumbing,data not available in site,No,yes,yes,No,No,No
https://www.magicbricks.com/forest-trails-highland-bhugaon-pune-pdpid-4d4235323239383939,Forest Trails Highland,Call For Price,"2, 3 BHKS","Why Buy in this Project?
Spacious Homes
Richness Of Construction Quality
Prime Location kothrud annex
Grand elevation & well-designed layout
Well-connected to the city & national highways
Location Advantages:2 Mins. : Sri Sri Ravishankar Vidya Mandir (SSRVM), apple hospital, The Cliff lifestyle club
5 Mins. : Indus International School, Sanskriti School, Ambrosia Resort, Asian Specialty Hospital, Manas Lake
10 Mins. : Bavdhan, chandani chowk, warje
15 Mins : Shyadri hospital, Big bazaar, Paud road, Kothrud, Karve road
+6 more",",Lift,Security,Fire Fighting Equipment No,Power Back Up No,Swimming Pool No,Club House No,Reserved Parking No,Visitor Parking No,Intercom Facility No,Maintenance Staff No,Bank & ATM No,Gymnasium",Yes,Yes,Under Construction,data not available in site,20-Nov,22-Jun,3,288,data not available in site,data not available in site,170 Acre,data not available in site,Yes,"Paud Road, Opposite Manas Lake, Bhugaon, Pune",411023,Paranjape Schemes Construction Ltd.,"RCCEarthquake-resistant RCC structureFlooringVitrified floor tiles fro living / dinning, kitchen & bedroomCeramic tiles for toilet, utility & balconyDado tiles in toilet up to lintel levelDado tiles above cooking platform up to lintel level in kitchenKitchenBlack granite kitchen platform with stainless steel sinkModular kitchen cabinets below platformDoorsAll doors will be flush door with laminate on both sides of the doorPowder coated aluminum sliding shutters with glass for balcony doorsWindowsPowder coated aluminium sliding windows with MS safety grillsPainting and FinishesGypsum punning and internal emulsion paint for all internal wallsElectrical and PlumbingConcealed wiring with modular switchesConcealed plumbing with C.P. plumbing fixturesElectrical and plumbing with provision for water heater and electrical provision for exhaust fan in toiletElectrical and plumbing provision for water purifier and electrical provision for exhaust fan in kitchenTV point in living roomA.C. point in bedroom", Bhugaon,No,yes,yes,No,No,No
https://www.magicbricks.com/vardhman-moonstone-tathawade-mumbai-pune-hwy-pune-pdpid-4d4235323131303831,Vardhman Moonstone Tathawade,Call For Price,"1, 2, 3 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Under Construction,data not available in site,data not available in site,24-Mar,data not available in site,data not available in site,data not available in site,data not available in site,3 Acre,data not available in site,data not available in site,"Bapu Buwaji Nagar, Tathawade, Dattwadi, Maharashtra",410405,Vardhaman Associates,data not available in site, Dattwadi,yes,yes,yes,No,No,No
https://www.magicbricks.com/surbhi-mangalam-dhanori-pune-pdpid-4d4235313836383230,SURBHI MANGALAM,Call For Price,"1, 2, 3 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Under Construction,data not available in site,20-Mar,22-Jun,4,112,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,411015,data not available in site,data not available in site,data not available in site,yes,yes,yes,No,No,No
https://www.magicbricks.com/majestique-venice-phase-ii-dhayari-pune-pdpid-4d4235313235343935,Majestique Venice Phase II,Call For Price,"1, 2 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Under Construction,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,411041,"Majestique Landmarks
                      	


                                Years of Experience - 46",data not available in site,data not available in site,yes,yes,No,No,No,No
https://www.magicbricks.com/soham-riveria-sinhagad-road-pune-pdpid-4d4235303137343939,Soham Riveria,Call For Price,3 BHKS,data not available in site,",Club House,Jogging and Strolling Track,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Visitor Parking,Intercom Facility,Kids Play Area,Vaastu Compliant",Yes,Detail not provided,Ready To Move,data not available in site,12-Jun,17-Feb,2,48,data not available in site,data not available in site,1 Acre,No,Yes," Sr. No. 9/2 Anand Nagar,Off. Sinhagad Road, Wadgaon Bk, Pune ",411051,"Soham Group
                      	


                                Years of Experience - 35",data not available in site, Wadgaon Bk,No,No,yes,No,No,No
https://www.magicbricks.com/periwinkle-wagholi-pune-pdpid-4d4235313333353739,Periwinkle,Call For Price,"1, 2 BHKS","Why Buy in this Project?
Multi Level Parking
Spacious Apartments
Connectivity to essentials
Accessibility to the most happening areas of Pune (Viman Nagar, KP)
Nearing Possession/Early Possession
Dense Social infra
Commercial + Residential in the same
Tallest residential building the area
Quality of Construction
Location Advantages:School & Colleges:The Lexicon International School - 1.1 km
Prodigy Public School - 1.2 km
Sanskriti School Wagholi Campus - 1.5 km
Phoenix World School - 6.5 Km
C P Goenka International School - 4.7 Km
Podar International School - 5.6 km
ICOER - 1.1 km
G H Raisoni College of Engineering & Management - 2.6 km
Moze College of Engineering - 2.6 km
JSPM - 1.4 km
Dhole Patil College Of Engineering - 6.5 km
ATMs:State Bank of India ATM - 1.7 km
Bank of Maharashtra, Bank Of Baroda, BOI - 1.2 km
HDFC - 2.9
Canara - 2.4 km
ICICI - 1.7 km
PNB - 1.1 km
IDBI - 2.6 km
AXIS - 1.8 km
Petrol Pumps:HP Petrol Pump B. U. Bhandari Service Station -3.8 km
BP - 1.5 km
ESSAR - 2 km
Indian Oil - 4.3 km
MNGL CNG - 3.9 km
Nearby Locations:Magarpatta - 13.1 km
Kharadi - 7.8 km
Viman Nagar - 9 km
Koregaon Park - 13 km
Kalyani Nagar - 11 km
+35 more",",Club House,Power Back Up,Lift,Gymnasium,Indoor Games Room,Piped Gas,Rain Water Harvesting,Grand Entrance lobby,CCTV Camera,Aesthetically designed landscape garden,Fire Fighting Equipment No,Swimming Pool",Yes,Yes,Under Construction,data not available in site,data not available in site,24-Jun,2,220,data not available in site,data not available in site,3 Acre,data not available in site,data not available in site,"Periwinkle, gat no- 683&663, Ivy estate road, Wagholi",412207,Ajit Constructions,"Granite Framing for sliding windowsSolar Water connection for master bedroom toilet with control valveInverter wiringDouble bowl sink with 180* movable water tap in dry balconyMaster toilet for 1bhk as wellControl valve for each toiletAC points, Footlights in every bedroomMajorly flats according to Vaastu - Shastra2 floors car parking with mechanical/stack. (3-tier parking)DG backup for common areasVDP for each flatMarble Door framesDifferent elevator for commercial officesDifferent Ramps for IN-OUTTar plaster work for siporex blocks from insideChicken-mesh for internal and externalRCC-brickwork jointsOpenable windows for all toiletsLobbies, passages with gypsum finishDouble coat plaster work from outer sideReducing plumbing lines for proper pressure managementDoor frames- plywood frames with laminateElongated entrance passage to all flats (reference-plans)French door for terracesBranded Electrical goods, CP fittings, sanitary wares & other goods.", Ivy estate road,yes,yes,No,No,No,No
https://www.magicbricks.com/skyhigh-towers-hinjewadi-pune-pdpid-4d4235313236383831,SkyHigh Towers,Call For Price,"2, 3 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Under Construction,data not available in site,19-Oct,22-Dec,2,234,data not available in site,data not available in site,10 Acre,data not available in site,data not available in site,"Sr. No. 277, Hinjawadi P-II, Pune, Maharashtra",411057,"Mittal Brothers Pvt. Ltd.
                      	


                                Years of Experience - 28","StructureRCC framed structure.Earthquake resistant 10 floors.TulesDado tiles in washroom & above kitchen platform.Flooring600 X 600 vitrified tiles in bedrooms, living rooms & kitchen.12""""X12"""" anti skid floor tiles in washroom, toilet, & terrace.PaintInternal OBD paint.Superior quality external paint.WindowsUPVC system windows with reflective glassMs safety grill.DoorsBoth side laminated flush doors.Wooden door frame on main door & bedroom doorsAll doors fittings with brass/stainless finishPlumbingIntelligent plumbing with concealed pipesSanitary & bath fittingsC.P fittingsGeyser provision in both bathroomElectricalsConcealed fire retardant low smoke copper wires.Circuit breaker.TV & telephone points in living & one bedroom.Modular switches.Split AC provision in one bedroom.Provision for exhaust fans in kitchen & washroom.Eco FeaturesRainwater harvesting.Solar panels.", Pune,No,yes,yes,No,No,No
https://www.magicbricks.com/ganga-vasant-handewadi-pune-pdpid-4d4235313435343235,Ganga Vasant,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,10-Dec,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,411028,Goel Ganga Developments,data not available in site,data not available in site,yes,No,No,No,No,No
https://www.magicbricks.com/metrolife-tathawade-pune-pdpid-4d4235323130313337,METROLIFE,Call For Price,2 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Under Construction,data not available in site,19-Sep,23-Jan,data not available in site,276,data not available in site,data not available in site,2 Acre,data not available in site,data not available in site,"Tathawade, Pimpri-Chinchwad, Maharashtra ",411033,Rama Group,data not available in site, Pimpri-Chinchwad,No,yes,No,No,No,No
https://www.magicbricks.com/saffron-hillscapes-wanowrie-pune-pdpid-4d4235303236303134,Saffron Hillscapes,Call For Price,2 BHKS,data not available in site,",Club House,Jogging and Strolling Track,Cycling & Jogging Track,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Service/Goods Lift,Visitor Parking,Maintenance Staff",Yes,Detail not provided,Ready To Move,data not available in site,13-Jul,17-Mar,3,102,data not available in site,data not available in site,2 Acre,No,No,"Saffron Hillscapes, Near Ruby Hospital, Azad Nagar, Wanowarie, Pune",411040,Shree Keshriya Developers,data not available in site, Azad Nagar,No,yes,No,No,No,No
https://www.magicbricks.com/raghunath-chambers-bajirao-road-pune-pdpid-4d4235303032313733,Raghunath Chambers,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,No,No,data not available in site,411002,"The Construction Group
                      	


                                Years of Experience - 34",data not available in site,data not available in site,yes,No,No,No,No,No
https://www.magicbricks.com/swarda-residency-dhayari-pune-pdpid-4d4235323132303537,Swarda residency,Call For Price,data not available in site,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"Swarda Residency, Near Dhayareshwar Mandir",411041,data not available in site,data not available in site,Swarda Residency,No,No,No,No,No,No
https://www.magicbricks.com/manisha-vihar-shikrapur-pune-pdpid-4d4235313233363439,Manisha Vihar,Call For Price,"1, 2 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,No,No,"Shikrapur, Pune.",412208,data not available in site,data not available in site,Shikrapur,yes,yes,No,No,No,No
https://www.magicbricks.com/tarangana-nakshatra-uruli-kanchan-pune-pdpid-4d4235303837343230,Tarangana Nakshatra,Call For Price,1 BHKS,data not available in site,",Club House,Cafeteria/Food Court,Cycling & Jogging Track,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Service/Goods Lift,Visitor Parking,Maintenance Staff",Yes,Detail not provided,Under Construction,data not available in site,15-Jan,17-Jul,2,112,data not available in site,data not available in site,1 Acre,No,No,"Sr.No.1082+1083, Badede Wasti,Near Urulikanchan Railway Station, Urulikanchan, Pube-412202",412202,Tarangana Developers,data not available in site,Near Urulikanchan Railway Station,yes,No,No,No,No,No
https://www.magicbricks.com/spring-hill-daund-daund-pune-pdpid-4d4235323132333735,Spring Hill Daund,Call For Price,"1, 2 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"Spring Hill, Near Daund Post Office, Daund, Pune, Maharashtra",413801,data not available in site,data not available in site, Daund,yes,yes,No,No,No,No
https://www.magicbricks.com/gruhangan-hadapsar-pune-pdpid-4d4235303937343731,Gruhangan,Call For Price,data not available in site,"Why Buy in this Project?
20 minutes from Proposed International Airport
Project USP:-Rs0. Down payment Smart 1 BHK in 9.90 Lacs and Govt. Taxes",",Club House,Lift,Reserved Parking,Kids Play Area No,Power Back Up No,Swimming Pool No,Security No,Visitor Parking No,Intercom Facility No,Maintenance Staff No,Bank & ATM No,Gymnasium",Yes,Yes,Under Construction,data not available in site,16-Oct,18-Dec,2,128,data not available in site,data not available in site,data not available in site,No,Yes,"Hadapsar, Pune.",411028,"Platinum Realty
                      	


                                Years of Experience - 9","Earthquake Resistance RCC Structure, Internal flush Door.",Hadapsar,No,No,No,No,No,No
https://www.magicbricks.com/shree-vihar-apartment-narhe-pune-pdpid-4d4235303837393432,Shree Vihar Apartment,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,No,No,"Narhe, Pune.",411041,data not available in site,data not available in site,Narhe,yes,No,No,No,No,No
https://www.magicbricks.com/anandgram-society-pimpri-chinchwad-pune-pdpid-4d4235303839343034,Anandgram Society,Call For Price,2 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,No,No,"Pimpri Chinchwad, Pune.",410506,data not available in site,data not available in site,Pimpri Chinchwad,No,yes,No,No,No,No
https://www.magicbricks.com/narhe-narhe-pune-pdpid-4d4235313534323139,Narhe,Call For Price,"1, 2 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Under Construction,data not available in site,data not available in site,data not available in site,5,data not available in site,data not available in site,data not available in site,9 Acre,data not available in site,data not available in site,data not available in site,411041,"Sharada Alliance Promoters & Builders
                      	


                                Years of Experience - 22",data not available in site,data not available in site,yes,yes,No,No,No,No
https://www.magicbricks.com/ravi-apartments-kondhwa-pune-pdpid-4d4235303035303734,Ravi Apartments,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,No,No,data not available in site,411048,data not available in site,data not available in site,data not available in site,yes,No,No,No,No,No
https://www.magicbricks.com/sai-rudra-complex-dhayari-pune-pdpid-4d4235303930373433,Sai Rudra Complex,Call For Price,data not available in site,data not available in site,",Power Back Up,Lift,Security,Reserved Parking,Service/Goods Lift,Visitor Parking,Maintenance Staff,Kids Play Area,DTH Television Facility,Rain Water Harvesting,Water Storage,Waste Disposal",Detail not provided,Detail not provided,Under Construction,data not available in site,14-Apr,16-Dec,1,40,data not available in site,data not available in site,1 Acre,No,Yes,"Near to Tamarind Park,Dhayari,Pune.",411041,Dhareshwar Enterprises Promoters And Builders,data not available in site,Dhayari,No,No,No,No,No,No
https://www.magicbricks.com/padmavati-heights-keshav-nagar-pune-pdpid-4d4235313134313535,Padmavati Heights,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,No,No,"Keshav Nagar, Pune.",411036,data not available in site,data not available in site,Keshav Nagar,yes,No,No,No,No,No
https://www.magicbricks.com/asha-house-dighi-pune-pdpid-4d4235323430373835,Asha House,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,12,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"Dighi, Pimpri-Chinchwad, Maharashtra",411015,data not available in site,data not available in site, Pimpri-Chinchwad,yes,No,No,No,No,No
https://www.magicbricks.com/kalas-appartments-kalas-pune-pdpid-4d4235323032343231,Kalas Appartments,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,16,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"Kalas, Near Vishrantwadi, Pune, Maharashtra",data not available in site,data not available in site,data not available in site, Pune,yes,No,No,No,No,No
https://www.magicbricks.com/housa-residency-daund-pune-pdpid-4d4235323430343339,Housa Residency,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,25,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"Daund, Pune, Maharashtra",413801,data not available in site,data not available in site, Pune,yes,No,No,No,No,No
https://www.magicbricks.com/shree-ganesh-residency-lohgaon-pune-pdpid-4d4235303833373338,Shree Ganesh Residency,Call For Price,1 BHKS,data not available in site,",Power Back Up,Lift,Security,Park,Reserved Parking,Service/Goods Lift,Visitor Parking,Maintenance Staff,Gymnasium,Kids Play Area,Rain Water Harvesting,Water Storage",Detail not provided,Yes,Ready To Move,data not available in site,14-Oct,16-May,2,24,data not available in site,data not available in site,1 Acre,Yes,Yes," Shree Ganesh Residency Near Goodwill 24 Building's,Behind Honda Showroom,Lohegoan Pune.",411047,"Shree Ganesh Developers
                      	


                                Years of Experience - 26",data not available in site,Behind Honda Showroom,yes,No,No,No,No,No
https://www.magicbricks.com/dudhane-heights-shivane-pune-pdpid-4d4235303838373432,Dudhane Heights,Call For Price,1 BHKS,data not available in site,",Club House,Cafeteria/Food Court,Bar/Lounge,Outdoor Tennis Courts,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Service/Goods Lift,Visitor Parking",Yes,Detail not provided,Under Construction,data not available in site,15-Sep,17-May,1,40,data not available in site,data not available in site,1 Acre,No,No,"Dudhane Heights, Shivane Pune.",411023,Sri Balaji Constructions,data not available in site,Dudhane Heights,yes,No,No,No,No,No
https://www.magicbricks.com/jijau-classic-dhayari-pune-pdpid-4d4235303835323136,Jijau Classic,Call For Price,2 BHKS,data not available in site,",Cycling & Jogging Track,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Visitor Parking,Maintenance Staff,Guest Accommodation,Gymnasium,Indoor Games Room",Yes,Yes,Ready To Move,data not available in site,14-May,16-Sep,1,59,data not available in site,data not available in site,1 Acre,No,Yes,"Near by Dhareshwar Temple,Dhayari,Pune.",411041,Jijau Construction,data not available in site,Dhayari,No,yes,No,No,No,No
https://www.magicbricks.com/swapna-shilp-loni-kalbhor-pune-pdpid-4d4235303739393937,Swapna Shilp,Call For Price,1 BHKS,data not available in site,",Club House,Jogging and Strolling Track,Outdoor Tennis Courts,Power Back Up,Lift,Security,Park,Reserved Parking,Visitor Parking,Maintenance Staff,Banquet Hall,Gymnasium",Detail not provided,Yes,Ready To Move,data not available in site,12-Jan,16-Jan,2,28,data not available in site,data not available in site,1 Acre,No,No," Sr.No.968 , LoniKalbhor , Pun",412201,"Aishwarya Homes Developers & Builders
                      	


                                Years of Experience - 16",data not available in site, LoniKalbhor ,yes,No,No,No,No,No
https://www.magicbricks.com/rohan-anand-somatne-phata-pune-pdpid-4d4235313239343537,Rohan Anand,Call For Price,1 BHKS,"Why Buy in this Project?
Multifunctional rooms 
Internal spaces are multi functional 
Spaces for smart furtinutures
Continum of natural hills & internal landscapes.
Location Advantage:Proximity to express way & old pune-mumbai highway, MIDC & IT Parks of Talewade & Hinjewadi
+2 more",",Jogging and Strolling Track,Gymnasium,Indoor Games Room,Kids Play Area,Flower Gardens,Event Space & Amphitheatre No,Power Back Up No,Swimming Pool No,Club House No,Lift No,Security No,Reserved Parking",Yes,Yes,Under Construction,data not available in site,19-Dec,23-Dec,3,379,data not available in site,data not available in site,5 Acre,No,Yes,data not available in site,410506,Rohan Builders & Developers Pvt. Ltd.,"ElectricalConcealed fire resistant high quality copper wiringAmple light point with modular switchesAC point in master bedroomEarth leakage circuit breakerTV & telephone point in livingProvision of exhaust point in kitchen & toiletsDoors & WindowsElegant Flush doorsPremium quality fixtures and fittingsPowder coated aluminium windowsAluminium sliding/Swinging door for terraceToiletsCeramic flooring and dado up to 7 ft. height.Repute make sanitary wares and CP fittingsOverhead Shower with hot & cold water for Master ToiletConcealed plumbingKitchenGranite Platform with SS SinkGlazed/Ceramic tile dado up to 2 ft height above platformProvision for water purifierTile CladdingVitrified tiles for all roomsCeramic tiles for toilets, balconies and attached terraces.PaintRepute make acrylic emulsionStructureRCC structure.",data not available in site,yes,No,No,No,No,No
https://www.magicbricks.com/silver-nest-koregaon-bhima-pune-pdpid-4d4235303732343532,Silver Nest,Call For Price,1 BHKS,data not available in site,",Club House,Cafeteria/Food Court,Bar/Lounge,Outdoor Tennis Courts,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Service/Goods Lift,Visitor Parking",Yes,Detail not provided,Ready To Move,data not available in site,14-Jan,18-Jan,7,120,data not available in site,data not available in site,5 Acre,No,No,"Gat No.696 , A/P Koregaon-Bhima , Dyaneshwar Nagar , Bh.Kalyani Sharp , Essar Steel Road.Tq.Shirur ,",412216,Vastu Yash Developers,data not available in site, Bh.Kalyani Sharp ,yes,No,No,No,No,No
https://www.magicbricks.com/balaji-apartment-narhe-pune-pdpid-4d4235303839313030,Balaji Apartment,Call For Price,data not available in site,data not available in site,",Cafeteria/Food Court,Jogging and Strolling Track,Cycling & Jogging Track,Dance Studio,Power Back Up,Lift,Security,Reserved Parking,Service/Goods Lift,Visitor Parking,Maintenance Staff,Indoor Games Room",Detail not provided,Detail not provided,Ready To Move,data not available in site,15-Nov,17-Feb,1,40,data not available in site,data not available in site,data not available in site,No,No,"Near Abhinav College Road, Narhe, Pune",411041,"Shree Samarth Developers
                      	


                                Years of Experience - 11",data not available in site, Narhe,No,No,No,No,No,No
https://www.magicbricks.com/narmada-park-chakan-pune-pdpid-4d4235323130323331,Narmada park,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"Shankargiri Gosavi Rd, Chakan, Pune, Maharashtra ",410501,data not available in site,data not available in site, Pune,yes,No,No,No,No,No
https://www.magicbricks.com/avani-nilay-koregaon-bhima-pune-pdpid-4d4235303931323135,Avani Nilay,Call For Price,1 BHKS,"Why Buy in this Project?
KEM Hospital - 1kms.
Sanaswadi- 8 kms.
Lexicon International School - 11 kms.
JSPM College - 12 kms.
Wagholi 12 kms.
Project USP :Top quality construction with the help of cutting edge technology at affordable prices to the best happiness of our clients.
+3 more",",Club House,Lift,Security,Visitor Parking,Gymnasium,Rain Water Harvesting,RO Water System,Vaastu Compliant,Earth quake resistant,Fire Fighting Equipment No,Power Back Up No,Swimming Pool",Yes,Yes,Ready To Move,data not available in site,15-Aug,data not available in site,1,139,data not available in site,data not available in site,67813 Sq-ft,No,Yes,"Koregaon Bhima, Pune.",412216,Avani Housing,data not available in site,Koregaon Bhima,yes,No,No,No,No,No
https://www.magicbricks.com/jidnasya-complex-dhayari-pune-pdpid-4d4235323334303639,Jidnasya Complex,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,27,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"Sutar Ln, Dhayari Village, Dhayari Phata, Pune, Maharashtra ",411041,data not available in site,data not available in site, Dhayari Phata,yes,No,No,No,No,No
https://www.magicbricks.com/ganga-vatika-lonikand-pune-pdpid-4d4235313030373631,data not available in site,Call For Price,data not available in site,data not available in site,data not available in site,Detail not provided,Detail not provided,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,No,No,No,No,No,No
https://www.magicbricks.com/siddhivinayak-society-jambhulwadi-pune-pdpid-4d4235323132373035,Siddhivinayak society,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,"Jambhulwadi Rd, Near Datta Mandir , Modak Vasti Ambegaon, Pune, Maharashtra",411046,data not available in site,data not available in site, Modak Vasti Ambegaon,yes,No,No,No,No,No
https://www.magicbricks.com/kirkatwadi-kirkitwadi-pune-pdpid-4d4235313539363433,Kirkatwadi,Call For Price,"1, 2 BHKS",data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,data not available in site,411024,Suvidha Realcon Pvt. Ltd.,data not available in site,data not available in site,yes,yes,No,No,No,No
https://www.magicbricks.com/playtor-childscapes-paud-paud-pune-pdpid-4d4235323332303235,Playtor Childscapes Paud,Call For Price,1 BHKS,data not available in site,data not available in site,Detail not provided,Detail not provided,Ready To Move,data not available in site,data not available in site,18-Jun,data not available in site,232,data not available in site,data not available in site,11 Acre,data not available in site,data not available in site,"Paud, Pune, Maharashtra ",412108,data not available in site,data not available in site, Pune,yes,No,No,No,No,No
https://www.magicbricks.com/anandgram-wakhari-solapur-road-pune-pdpid-4d4235303432363737,AnandGram Wakhari,Call For Price,1 BHKS,"Why Buy in this Project?
Wakhari to Pune in just 30 minutes.
Outer ring road of Pune is located at just 1 Km from Wakhari.",",Club House,Cafeteria/Food Court,Bar/Lounge,Jogging and Strolling Track,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Service/Goods Lift,Visitor Parking",Yes,Detail not provided,Ready To Move,data not available in site,13-Mar,15-Dec,20,300,data not available in site,data not available in site,7 Acre,No,No,"Gat.No.355 , Solapur Road , Near Sahyadri Cement Factory , Near Choufula , Wakhari , Pune - 412203",411028,"Vastushodh
                      	


                                Years of Experience - 10",data not available in site, Near Choufula ,yes,No,No,No,No,No
https://www.magicbricks.com/shri-siddhi-sankalp-apartment-narhe-pune-pdpid-4d4235303332353033,Shri Siddhi Sankalp Apartment,Call For Price,1 BHKS,data not available in site,",Lift,Reserved Parking,Service/Goods Lift,Visitor Parking,Maintenance Staff,DTH Television Facility,Laundry Service,Water Storage No,Power Back Up No,Swimming Pool No,Club House No,Security",Yes,Detail not provided,Ready To Move,data not available in site,13-Mar,14-Mar,2,45,data not available in site,data not available in site,1 Acre,No,No,"S. No. 6/1/8, Narhe, Pune.",411041,"Shree Siddhi Developers
                      	


                                Years of Experience - 16",data not available in site, Narhe,yes,No,No,No,No,No
